meta_source_row_id,meta_sale_date,meta_address_group_id,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,property_age,has_basement,basement_share,room_count_invalid,years_since_renovation,renovation_status,city,zip_code
4407,2014-05-20,ADDR_7768a80952438993,317061.88,3.0,1.75,1280,10716,1.0,0,0,4,45,0,0.0,0,,none_recorded,Renton,98059
943,2014-05-20,ADDR_412006caa397c35b,390000.0,4.0,2.25,1770,33132,1.0,0,0,4,49,1,0.327683615819209,0,,none_recorded,Renton,98058
955,2014-05-20,ADDR_6bdda6be8049ad51,467000.0,3.0,2.25,1270,1213,2.0,0,0,3,9,1,0.18110236220472442,0,,none_recorded,Seattle,98107
1017,2014-05-20,ADDR_42d2fedf13a5123a,372500.0,4.0,1.75,1590,10523,2.0,0,0,4,92,0,0.0,0,,none_recorded,Shoreline,98133
970,2014-05-20,ADDR_ecb089ea50894e34,458000.0,1.0,2.25,2140,10350,1.0,0,0,3,38,1,0.3130841121495327,0,,none_recorded,Woodinville,98072
969,2014-05-20,ADDR_c702472b3efd1eb7,387500.0,4.0,1.0,1320,4440,1.5,0,0,3,85,0,0.0,0,,none_recorded,Seattle,98122
1014,2014-05-20,ADDR_9754f9c2cef14a89,345000.0,3.0,1.5,1240,11200,1.0,0,0,4,60,0,0.0,0,35.0,valid_year,Bellevue,98006
1032,2014-05-20,ADDR_f7a5ef9872f4168d,439000.0,3.0,2.0,2010,251341,2.0,0,0,3,11,1,0.24875621890547264,0,,none_recorded,Duvall,98019
998,2014-05-20,ADDR_fbaa85d9739b9737,749950.0,3.0,2.5,2770,10773,2.0,0,2,3,22,0,0.0,0,,none_recorded,Bellevue,98008
1020,2014-05-20,ADDR_03981bdb971d8b37,507500.0,3.0,2.0,2020,8118,1.0,0,0,3,51,1,0.49504950495049505,0,6.0,valid_year,Bellevue,98008
952,2014-05-20,ADDR_d487dbc7a3f8d76a,405000.0,5.0,2.5,2430,4781,2.0,0,0,3,13,0,0.0,0,,none_recorded,Renton,98058
951,2014-05-20,ADDR_364253c28f2373ab,675000.0,3.0,2.25,1990,10260,2.0,0,0,4,27,0,0.0,0,,none_recorded,Redmond,98052
971,2014-05-20,ADDR_ff8b2b4ba39ddb0e,1212500.0,4.0,3.5,4560,16643,1.0,0,3,3,19,1,0.5109649122807017,0,,none_recorded,Bellevue,98006
964,2014-05-20,ADDR_c574e3508e8562ec,570000.0,2.0,1.75,1540,4025,1.0,0,0,4,106,1,0.22727272727272727,0,,none_recorded,Seattle,98116
1006,2014-05-20,ADDR_9fc770b2e098b299,765000.0,4.0,2.25,2560,12100,1.0,0,0,4,38,1,0.3125,0,22.0,valid_year,Redmond,98052
938,2014-05-20,ADDR_a4e8864ebac0978a,675000.0,4.0,3.0,2690,28300,1.0,0,0,3,60,0,0.0,0,15.0,valid_year,Normandy Park,98166
992,2014-05-20,ADDR_2df538c0ffd8f59b,289000.0,3.0,2.5,2090,4700,2.0,0,0,3,12,0,0.0,0,,none_recorded,Covington,98042
978,2014-05-20,ADDR_6db3fa7fbcc3bd82,792000.0,3.0,1.5,1570,1050,2.0,0,0,3,99,0,0.0,0,,none_recorded,Seattle,98109
1002,2014-05-20,ADDR_7a5e2c6d0de94aa2,499950.0,5.0,3.5,3200,43560,2.0,0,0,3,25,0,0.0,0,,none_recorded,Renton,98059
997,2014-05-20,ADDR_6cf205dd02230853,299950.0,3.0,1.0,910,8000,1.0,0,0,4,64,1,0.18681318681318682,0,31.0,valid_year,Shoreline,98177
963,2014-05-20,ADDR_39d23bf97b672f49,519900.0,4.0,2.0,1820,9350,1.0,0,0,4,47,0,0.0,0,,none_recorded,Redmond,98052
937,2014-05-20,ADDR_d1ba266c96360a7f,271310.0,2.0,1.0,870,5340,1.5,0,0,2,108,0,0.0,0,,none_recorded,Seattle,98144
979,2014-05-20,ADDR_bb3d7bccd7d537b0,315000.0,3.0,2.25,1400,31626,1.0,0,0,2,27,1,0.18571428571428572,0,,none_recorded,Auburn,98092
1015,2014-05-20,ADDR_60b16389735f6759,598000.0,5.0,2.25,2890,12478,2.0,0,0,3,37,0,0.0,0,10.0,valid_year,Sammamish,98074
988,2014-05-20,ADDR_4fa97c023f1ea5b0,700000.0,4.0,1.0,1680,4021,1.5,0,0,3,93,0,0.0,0,14.0,valid_year,Seattle,98103
965,2014-05-20,ADDR_e7e35d2dc50422f3,450000.0,3.0,1.5,2060,44866,1.0,0,0,3,61,0,0.0,0,,none_recorded,Woodinville,98077
993,2014-05-20,ADDR_1529c8b9e5149cfa,210000.0,4.0,1.75,2180,28710,1.0,0,0,3,64,1,0.45871559633027525,0,9.0,valid_year,SeaTac,98198
4405,2014-05-20,ADDR_40e5b7b724baa798,268971.88,4.0,2.5,1860,6687,1.0,0,0,4,31,1,0.34408602150537637,0,,none_recorded,Kent,98031
987,2014-05-20,ADDR_1d35a957fbefae72,1125000.0,6.0,3.0,2880,3192,2.0,0,0,4,95,1,0.24305555555555555,0,29.0,valid_year,Seattle,98103
1004,2014-05-20,ADDR_fac57b1fd822f03e,350000.0,4.0,2.25,2220,6953,2.0,0,0,4,15,0,0.0,0,,none_recorded,Maple Valley,98038
1022,2014-05-20,ADDR_5d55fb595534985b,329900.0,3.0,2.5,2170,4905,2.0,0,0,3,10,0,0.0,0,,invalid_year,Maple Valley,98038
950,2014-05-20,ADDR_f7fb020746f56824,710000.0,2.0,1.0,1790,4000,1.0,0,0,4,91,1,0.41899441340782123,0,,none_recorded,Seattle,98112
972,2014-05-20,ADDR_e879dda4f944fcad,380000.0,4.0,3.0,2800,9764,2.0,0,0,3,12,0,0.0,0,,none_recorded,Maple Valley,98038
1007,2014-05-20,ADDR_380276ef0c09d79f,250000.0,4.0,1.5,2500,6300,1.0,0,0,4,53,1,0.4,0,13.0,valid_year,Kent,98032
977,2014-05-20,ADDR_4c8298160fbcaa5e,426000.0,4.0,2.5,2800,8494,2.0,0,0,3,10,0,0.0,0,,invalid_year,Maple Valley,98038
1045,2014-05-20,ADDR_193e880913a0b12b,785000.0,4.0,3.5,3070,4684,2.0,0,0,3,5,1,0.28664495114006516,0,,none_recorded,Issaquah,98027
968,2014-05-20,ADDR_2d64269b87c3d390,320000.0,3.0,1.75,1480,7225,1.0,0,0,4,49,0,0.0,0,,none_recorded,Renton,98056
4408,2014-05-20,ADDR_a04a64f0756b5994,83300.0,3.0,2.0,1490,7770,1.0,0,0,4,24,0,0.0,0,,none_recorded,Covington,98042
986,2014-05-20,ADDR_46aa98bcb7cd291b,978000.0,4.0,2.75,2620,13777,1.5,0,2,4,88,1,0.3435114503816794,0,21.0,valid_year,Seattle,98144
956,2014-05-20,ADDR_d1f5498f06b99a73,480000.0,4.0,2.75,2050,3960,1.0,0,0,4,28,1,0.424390243902439,0,,none_recorded,Seattle,98116
996,2014-05-20,ADDR_afbc3f396596cf02,1800000.0,4.0,3.5,4460,16953,1.0,0,0,3,52,1,0.4282511210762332,0,20.0,valid_year,Medina,98039
1008,2014-05-20,ADDR_00dde5376bd1cc9f,376000.0,2.0,1.0,1150,4000,1.0,0,0,3,67,0,0.0,0,2.0,valid_year,Seattle,98199
935,2014-05-20,ADDR_93589cc5834e501c,730000.0,4.0,2.5,3230,7331,2.0,0,0,3,10,0,0.0,0,,invalid_year,Sammamish,98075
1027,2014-05-20,ADDR_7aca04c5d14817b1,259000.0,3.0,1.0,1320,8625,1.0,0,0,4,57,0,0.0,0,13.0,valid_year,Renton,98056
980,2014-05-20,ADDR_9944b875fa327c47,1275000.0,4.0,2.0,2850,7861,1.0,0,4,4,44,1,0.49122807017543857,0,,none_recorded,Seattle,98117
1013,2014-05-20,ADDR_bacf2d3dd1cad15b,619500.0,3.0,2.5,1700,4105,2.0,0,0,3,22,0,0.0,0,,none_recorded,Seattle,98122
994,2014-05-20,ADDR_319664f2e08537f0,260000.0,4.0,2.5,1990,6671,2.0,0,0,3,25,0,0.0,0,,none_recorded,Federal Way,98023
957,2014-05-20,ADDR_c0135261be246377,755000.0,6.0,2.0,2150,4505,1.0,0,0,3,62,1,0.40930232558139534,0,6.0,valid_year,Seattle,98119
1010,2014-05-20,ADDR_1b0d3f6ed7bbb115,120750.0,3.0,1.75,1140,9628,1.0,0,0,4,45,0,0.0,0,,none_recorded,Federal Way,98023
1001,2014-05-20,ADDR_f4bfe0e93057a8bb,384000.0,3.0,2.5,1700,4000,2.0,0,0,3,11,0,0.0,0,,none_recorded,Snoqualmie,98065
1029,2014-05-20,ADDR_2e3bb95c5ca78c74,345600.0,5.0,3.5,2800,5120,2.5,0,0,3,111,0,0.0,0,9.0,valid_year,Seattle,98122
945,2014-05-20,ADDR_786622fee94a7032,330000.0,2.0,1.0,860,8308,1.0,0,0,4,66,0,0.0,0,,none_recorded,Seattle,98146
961,2014-05-20,ADDR_3787c1458fd7f321,415000.0,2.0,1.0,1050,60113,1.0,0,0,4,71,0,0.0,0,,none_recorded,Auburn,98001
1041,2014-05-20,ADDR_a4d965234381e857,329995.0,4.0,2.5,2303,3680,2.0,0,0,3,1,0,0.0,0,,invalid_year,Auburn,98001
1011,2014-05-20,ADDR_af77c75c37f694ca,1690000.0,3.0,1.75,3400,8965,1.0,0,2,5,57,1,0.4647058823529412,0,,none_recorded,Seattle,98105
1037,2014-05-20,ADDR_fd53e2a4b32e3a36,500000.0,3.0,2.5,1210,1200,3.0,0,0,3,6,0,0.0,0,,none_recorded,Seattle,98103
985,2014-05-20,ADDR_ed081e7fd12b315b,525000.0,3.0,1.5,1540,4773,2.0,0,0,3,73,0,0.0,0,5.0,valid_year,Seattle,98126
991,2014-05-20,ADDR_0a1c8b00279f3031,219950.0,3.0,1.5,1650,9936,1.0,0,0,3,47,1,0.3393939393939394,0,3.0,valid_year,Federal Way,98003
1035,2014-05-20,ADDR_d88adf34d9312c9b,415000.0,3.0,2.25,1970,2377,2.0,0,0,3,6,1,0.14720812182741116,0,,none_recorded,Seattle,98108
1033,2014-05-20,ADDR_c6a2076e16b6c931,380000.0,3.0,1.75,1690,1468,2.0,0,0,3,6,1,0.1834319526627219,0,,none_recorded,Seattle,98108
941,2014-05-20,ADDR_dec1924c48c35928,599950.0,3.0,2.5,2660,4975,2.0,0,0,3,0,0,0.0,0,,none_recorded,Seattle,98118
942,2014-05-20,ADDR_57734968fb4c85e5,483945.0,2.0,1.75,1480,5120,1.0,0,0,4,63,1,0.43243243243243246,0,15.0,valid_year,Seattle,98116
953,2014-05-20,ADDR_54f9a5a820e26390,615000.0,4.0,2.75,2820,13193,1.0,0,0,3,49,1,0.3404255319148936,0,21.0,valid_year,Bellevue,98006
1024,2014-05-20,ADDR_a14a55ae4a8808bc,494000.0,4.0,1.75,2090,4300,1.5,0,0,4,89,1,0.4019138755980861,0,46.0,valid_year,Seattle,98136
958,2014-05-20,ADDR_782cfffb4970a044,760000.0,4.0,1.75,2450,13300,1.0,0,2,4,27,1,0.3346938775510204,0,,none_recorded,Bellevue,98006
1003,2014-05-20,ADDR_3ef436243ad29d26,430000.0,3.0,1.75,1200,4500,1.0,0,0,5,108,0,0.0,0,,none_recorded,Seattle,98108
1039,2014-05-20,ADDR_3a42ddc42c8fe7f6,515000.0,4.0,2.5,2670,8765,2.0,0,0,3,8,0,0.0,0,,none_recorded,Renton,98059
983,2014-05-20,ADDR_fe8b89d7945f4972,440000.0,2.0,1.75,1300,4000,2.0,0,0,3,66,0,0.0,0,20.0,valid_year,Seattle,98105
982,2014-05-20,ADDR_4aa33a0082a15805,268500.0,2.0,1.0,790,8424,1.0,0,0,4,61,0,0.0,0,31.0,valid_year,Shoreline,98133
966,2014-05-20,ADDR_57f5b154c14d1091,1300000.0,4.0,3.5,4380,74052,1.0,0,0,3,13,0,0.0,0,,none_recorded,Redmond,98053
1044,2014-05-20,ADDR_1c1b16a8fdef2448,305000.0,2.0,2.5,1590,2656,2.0,0,0,3,5,1,0.23270440251572327,0,,none_recorded,Seattle,98106
1019,2014-05-20,ADDR_e4802cc834651fd6,194000.0,1.0,1.0,820,1060,1.0,0,0,3,7,1,0.07317073170731707,0,,none_recorded,Seattle,98126
973,2014-05-20,ADDR_3d308e755cb5deba,200000.0,3.0,1.0,1050,5000,1.0,0,0,4,47,0,0.0,0,,none_recorded,Renton,98056
960,2014-05-20,ADDR_2aa8191dff43ebfa,925000.0,4.0,2.25,2260,41984,1.0,0,0,4,47,0,0.0,0,,none_recorded,Kirkland,98033
1023,2014-05-20,ADDR_d4ba9f8bd1c08370,329000.0,4.0,2.5,1600,6765,1.0,0,0,3,67,1,0.48125,0,3.0,valid_year,Seattle,98106
1018,2014-05-20,ADDR_ddd973501fa8c333,300000.0,6.0,5.25,2860,5682,2.0,0,0,3,36,0,0.0,0,,none_recorded,Auburn,98002
1025,2014-05-20,ADDR_ddd973501fa8c333,206000.0,4.0,2.0,1700,6025,1.0,0,0,3,36,0,0.0,0,,none_recorded,Auburn,98002
974,2014-05-20,ADDR_7c743b5860a78196,385000.0,3.0,1.5,1490,9630,1.0,0,0,4,55,0,0.0,0,,none_recorded,Kenmore,98028
1038,2014-05-20,ADDR_f6c152bacfacae6d,953007.0,4.0,3.5,3120,5086,2.0,0,0,3,6,1,0.20512820512820512,0,,none_recorded,Seattle,98115
1031,2014-05-20,ADDR_90608e391bd33714,625000.0,4.0,2.5,3550,8048,2.0,0,0,3,7,0,0.0,0,,none_recorded,Snoqualmie,98065
1000,2014-05-20,ADDR_ef5c4a76af7a52a2,555000.0,3.0,2.5,3050,158558,1.0,0,0,4,27,0,0.0,0,,none_recorded,Renton,98055
948,2014-05-20,ADDR_f49b3fc091a917ea,575000.0,4.0,1.75,1280,6060,1.0,0,0,3,88,1,0.328125,0,11.0,valid_year,Seattle,98117
975,2014-05-20,ADDR_f83c881c9c55f5e0,396675.0,2.0,1.0,1730,6375,2.0,0,0,4,69,0,0.0,0,,none_recorded,Seattle,98126
1042,2014-05-20,ADDR_a45d3bfb94e7de8c,409316.0,3.0,2.5,1800,3168,2.0,0,0,3,0,0,0.0,0,,none_recorded,Snoqualmie,98065
1030,2014-05-20,ADDR_b9b192deed1bac0b,395000.0,3.0,1.5,1080,2940,1.5,0,0,4,94,0,0.0,0,,none_recorded,Seattle,98115
999,2014-05-20,ADDR_6a99a582201bfd25,1100000.0,3.0,2.0,2390,6888,2.0,0,1,5,75,0,0.0,0,,none_recorded,Seattle,98115
990,2014-05-20,ADDR_6c559a243ae76e67,309000.0,3.0,1.0,1092,7500,1.5,0,0,3,96,0,0.0,0,,none_recorded,Seattle,98106
936,2014-05-20,ADDR_d6e74c49278f7ba3,551000.0,3.0,2.5,2830,5802,2.0,0,0,3,13,0,0.0,0,,none_recorded,Kenmore,98028
959,2014-05-20,ADDR_340e27ecf58645d1,387000.0,2.0,2.25,1230,1280,2.0,0,0,3,2,1,0.21951219512195122,0,,invalid_year,Seattle,98144
947,2014-05-20,ADDR_88a4b7144c8eb0cf,243000.0,2.0,1.0,1770,5522,1.5,0,0,4,71,1,0.4576271186440678,0,,none_recorded,Seattle,98178
1016,2014-05-20,ADDR_e771dbfe39c249ca,335000.0,3.0,1.0,1060,10050,1.0,0,0,4,47,0,0.0,0,,none_recorded,Kenmore,98028
1012,2014-05-20,ADDR_3e0f8be4a04736c3,330000.0,3.0,1.0,1180,43124,1.0,0,0,4,55,0,0.0,0,,none_recorded,Issaquah,98027
1005,2014-05-20,ADDR_558232e7e448da4d,620000.0,3.0,2.5,2480,9041,2.0,0,0,3,10,0,0.0,0,,invalid_year,Redmond,98053
939,2014-05-20,ADDR_df82c6545feef350,479000.0,3.0,2.5,1260,889,3.0,0,0,3,6,0,0.0,0,,none_recorded,Seattle,98109
962,2014-05-20,ADDR_3caf536ef651f131,263000.0,3.0,1.75,1570,7775,2.0,0,0,3,32,0,0.0,0,,none_recorded,Kent,98031
954,2014-05-20,ADDR_bc87352f96c6727a,490000.0,3.0,1.0,1910,8190,1.0,0,0,4,68,1,0.4712041884816754,0,25.0,valid_year,Seattle,98117
1034,2014-05-20,ADDR_6d36e768fe411f75,440000.0,3.0,1.5,1270,1443,3.0,0,0,3,7,0,0.0,0,,none_recorded,Seattle,98115
1135,2014-05-21,ADDR_0c2774a39d1b8f82,1130000.0,4.0,3.25,3810,8519,1.0,0,1,3,7,1,0.29658792650918636,0,,none_recorded,Kirkland,98033
1133,2014-05-21,ADDR_c9e5c98b9c6c4301,2700000.0,5.0,4.75,5305,8401,2.0,0,2,3,9,1,0.294062205466541,0,,none_recorded,Kirkland,98033
1066,2014-05-21,ADDR_e98b4d194033c123,475000.0,4.0,2.0,1790,2250,1.0,0,2,4,105,1,0.5307262569832403,0,25.0,valid_year,Seattle,98103
1086,2014-05-21,ADDR_0b7dee217c781fd0,405000.0,3.0,1.75,2470,9620,1.0,0,1,4,52,1,0.3643724696356275,0,,none_recorded,Des Moines,98198
1057,2014-05-21,ADDR_33e8012eb7f17385,1506000.0,4.0,3.25,3660,5800,2.5,0,0,3,105,1,0.08196721311475409,0,19.0,valid_year,Seattle,98112
1109,2014-05-21,ADDR_cf79cc9e3072f3c5,540000.0,3.0,2.0,1470,1691,2.0,0,0,3,7,1,0.3197278911564626,0,,none_recorded,Seattle,98115
1113,2014-05-21,ADDR_2c39d12f3b322058,150000.0,3.0,1.0,1010,25000,1.0,0,0,3,48,0,0.0,0,,invalid_year,Carnation,98014
1069,2014-05-21,ADDR_879f88d567d0aa2d,230000.0,5.0,2.0,1930,6120,1.5,0,0,3,73,0,0.0,0,45.0,valid_year,Seattle,98146
1052,2014-05-21,ADDR_b2de9b7976178315,420850.0,1.0,1.0,960,40946,1.0,0,0,5,69,0,0.0,0,,none_recorded,Carnation,98014
1123,2014-05-21,ADDR_1713c843a5a1ad48,396450.0,3.0,1.75,1540,12446,1.0,0,0,5,47,0,0.0,0,,none_recorded,Issaquah,98027
1063,2014-05-21,ADDR_6ab2d98896f2b392,512500.0,3.0,2.5,1900,7604,2.0,0,0,3,24,0,0.0,0,5.0,valid_year,Kirkland,98033
1068,2014-05-21,ADDR_f58cc7dbbec1fd9e,220000.0,3.0,1.0,1060,9126,1.0,0,2,5,58,0,0.0,0,,none_recorded,Enumclaw,98022
1127,2014-05-21,ADDR_6e7c7d6a00c49e53,655000.0,4.0,3.5,2350,13402,2.0,0,3,3,20,1,0.28936170212765955,0,,none_recorded,Kirkland,98033
1055,2014-05-21,ADDR_6c2fb3dedde0550b,199000.0,4.0,2.0,2030,8120,2.0,0,0,3,64,0,0.0,0,9.0,valid_year,Seattle,98178
1132,2014-05-21,ADDR_8ae7c0c561ee5daa,334990.0,4.0,2.5,2220,4228,2.0,0,0,3,0,0,0.0,0,,none_recorded,Seattle,98146
1136,2014-05-21,ADDR_c57f5468e0e4cab5,556000.0,3.0,3.0,1960,1168,2.0,0,0,3,7,1,0.1836734693877551,0,,none_recorded,Issaquah,98029
1047,2014-05-21,ADDR_5d9d124d5ebff215,325000.0,3.0,1.0,990,6750,1.0,0,0,4,67,0,0.0,0,26.0,valid_year,Seattle,98133
1051,2014-05-21,ADDR_68b71dd6b633114c,189650.0,2.0,1.75,1100,7600,1.0,0,0,3,34,0,0.0,0,,none_recorded,Des Moines,98198
1081,2014-05-21,ADDR_224b2a87eb7ad840,1003000.0,4.0,2.75,2290,6120,2.0,0,0,4,88,1,0.05240174672489083,0,21.0,valid_year,Seattle,98115
1050,2014-05-21,ADDR_eee18ccb0288acb5,374000.0,3.0,1.75,2000,9416,1.0,0,0,4,53,0,0.0,0,13.0,valid_year,Kirkland,98033
1099,2014-05-21,ADDR_6e6555f653c5b9b1,246000.0,3.0,1.5,1780,23819,1.0,0,0,3,61,0,0.0,0,,none_recorded,Seattle,98168
1129,2014-05-21,ADDR_09859550ddaa43f0,1550000.0,3.0,2.5,4460,26027,2.0,0,0,3,22,0,0.0,0,,none_recorded,Kirkland,98033
1054,2014-05-21,ADDR_373e70978a217b4f,1065000.0,2.0,1.75,1890,9466,2.0,0,0,3,27,0,0.0,0,14.0,valid_year,Bellevue,98004
1119,2014-05-21,ADDR_662cc534ab3f3f5a,556000.0,3.0,2.25,2020,3600,2.0,0,0,3,16,0,0.0,0,8.0,valid_year,Kirkland,98033
1100,2014-05-21,ADDR_555c1c7349aacf9e,535000.0,2.0,1.0,1030,4841,1.0,0,0,3,75,1,0.10679611650485436,0,45.0,valid_year,Seattle,98103
1128,2014-05-21,ADDR_5c8cca462aad0f7e,1185000.0,3.0,2.25,2760,40946,2.0,0,0,5,36,0,0.0,0,,none_recorded,Bellevue,98005
1090,2014-05-21,ADDR_3f95dbf7ffaa3a23,975000.0,5.0,4.0,4850,36450,2.0,0,0,3,37,0,0.0,0,10.0,valid_year,Bellevue,98005
1126,2014-05-21,ADDR_d172aed200fc5716,260000.0,6.0,2.0,2220,8797,1.0,0,0,3,37,0,0.0,0,10.0,valid_year,Auburn,98002
1121,2014-05-21,ADDR_dcca68218d6019cb,430000.0,3.0,2.75,2550,11160,2.0,0,0,3,20,0,0.0,0,,none_recorded,Shoreline,98155
1112,2014-05-21,ADDR_96c264bd280418a3,625000.0,4.0,2.5,2630,48706,2.0,0,0,3,28,0,0.0,0,,none_recorded,Woodinville,98072
1079,2014-05-21,ADDR_c976e02a34587225,542500.0,5.0,3.25,3010,1074218,1.5,0,0,5,83,1,0.33222591362126247,0,,none_recorded,Issaquah,98027
1059,2014-05-21,ADDR_fee64ac859aa39d1,442000.0,4.0,2.25,2080,12007,1.0,0,0,4,35,1,0.41346153846153844,0,,none_recorded,Sammamish,98074
1046,2014-05-21,ADDR_590676c047851f5a,240000.0,2.0,1.75,1330,7200,1.0,0,0,3,21,0,0.0,0,,none_recorded,SeaTac,98188
1080,2014-05-21,ADDR_ae933efb8d8240e7,330000.0,3.0,1.0,1250,9126,1.0,0,0,3,45,0,0.0,0,4.0,valid_year,Woodinville,98077
1096,2014-05-21,ADDR_1265d683ad405794,344500.0,4.0,2.75,1800,5453,1.0,0,0,3,12,1,0.4166666666666667,0,,none_recorded,Renton,98055
1056,2014-05-21,ADDR_9f1fb4af4b299d50,195000.0,3.0,1.75,1380,7350,1.0,0,0,3,33,1,0.2826086956521739,0,1.0,valid_year,Covington,98042
1094,2014-05-21,ADDR_8892f783dea1bf23,255000.0,3.0,1.5,1060,9039,1.0,0,0,3,41,0,0.0,0,1.0,valid_year,Renton,98058
1101,2014-05-21,ADDR_feb2431a4b07635e,970000.0,4.0,3.25,2790,5420,1.0,0,3,3,51,1,0.5949820788530465,0,1.0,valid_year,Shoreline,98177
1114,2014-05-21,ADDR_e201c4c67226b7d1,389999.0,3.0,2.25,1445,1471,2.0,0,0,3,11,1,0.10034602076124567,0,,none_recorded,Issaquah,98027
1049,2014-05-21,ADDR_bec8702cb84de4cc,720000.0,3.0,2.5,2020,1159,3.0,0,3,3,14,0,0.0,0,,none_recorded,Seattle,98103
1095,2014-05-21,ADDR_f86292f9cc998196,668750.0,4.0,2.5,2340,6420,1.0,0,2,3,50,1,0.32051282051282054,0,14.0,valid_year,Shoreline,98177
1088,2014-05-21,ADDR_01d2c731a48ee4c7,256750.0,3.0,2.5,1990,8991,1.0,0,0,3,45,1,0.21105527638190955,0,4.0,valid_year,Kent,98042
1120,2014-05-21,ADDR_22968bce78265bbe,275000.0,3.0,2.5,2030,6326,2.0,0,0,3,21,0,0.0,0,,none_recorded,Maple Valley,98038
1130,2014-05-21,ADDR_e5711e7f7a3d395a,413800.0,3.0,2.0,1440,4421,1.0,0,0,3,7,0,0.0,0,,none_recorded,Redmond,98053
1089,2014-05-21,ADDR_31182c6f0ff1937d,332500.0,3.0,2.25,1800,10500,2.0,0,0,3,19,0,0.0,0,,none_recorded,Maple Valley,98038
1108,2014-05-21,ADDR_cf3e98fcee9cab0c,1220000.0,4.0,2.5,3240,3600,2.0,0,0,3,6,1,0.36419753086419754,0,,none_recorded,Seattle,98109
1087,2014-05-21,ADDR_fa6310a022e18f3f,360000.0,2.0,0.75,850,7710,1.0,0,2,5,105,1,0.35294117647058826,0,26.0,valid_year,Seattle,98108
1085,2014-05-21,ADDR_ba028e917da79ea0,195000.0,2.0,1.0,1080,3899,1.0,0,0,4,42,0,0.0,0,,none_recorded,Des Moines,98198
1124,2014-05-21,ADDR_83af112d10f7984e,225000.0,2.0,1.0,1396,111949,1.0,0,0,3,74,0,0.0,0,17.0,valid_year,Redmond,98053
1092,2014-05-21,ADDR_a6853183b57f1db1,429000.0,3.0,2.5,2420,49928,2.0,0,0,3,29,1,0.23140495867768596,0,,none_recorded,Issaquah,98027
1116,2014-05-21,ADDR_58b6bdba4c686119,744000.0,4.0,2.75,2830,13059,2.0,0,0,3,16,0,0.0,0,8.0,valid_year,Sammamish,98075
1098,2014-05-21,ADDR_73caa10194f98dd4,540000.0,3.0,1.75,1300,62290,1.0,0,0,3,31,0,0.0,0,5.0,valid_year,Redmond,98053
1104,2014-05-21,ADDR_f4526810ae02fa92,712000.0,4.0,2.5,3400,247421,2.0,0,0,3,13,0,0.0,0,,none_recorded,Ravensdale,98051
1067,2014-05-21,ADDR_38f3d1c3e46e29ff,250000.0,3.0,2.0,1170,7258,1.0,0,0,3,30,0,0.0,0,,none_recorded,Auburn,98001
1083,2014-05-21,ADDR_98144d98094e8f17,299900.0,3.0,2.5,2720,6014,2.0,0,0,3,12,0,0.0,0,,none_recorded,Auburn,98092
1065,2014-05-21,ADDR_4b8b57d12497853f,525000.0,3.0,2.75,2100,10362,2.0,0,0,3,16,1,0.28095238095238095,0,8.0,valid_year,Snoqualmie Pass,98068
1105,2014-05-21,ADDR_265dec8c6434b37c,450000.0,2.0,1.0,1200,4000,1.0,0,0,3,74,1,0.10833333333333334,0,18.0,valid_year,Seattle,98126
1075,2014-05-21,ADDR_3108a0bd93210877,175000.0,3.0,1.75,1230,13056,1.0,0,0,4,52,0,0.0,0,,none_recorded,Auburn,98001
1053,2014-05-21,ADDR_68d6bd2263907e95,815000.0,4.0,2.75,3488,9614,2.0,0,0,3,16,0,0.0,0,8.0,valid_year,Redmond,98074
1061,2014-05-21,ADDR_60d0b03c40756f29,635000.0,4.0,2.25,2750,6180,1.0,0,0,4,66,1,0.45454545454545453,0,,none_recorded,Seattle,98118
1058,2014-05-21,ADDR_05edc49020f2896a,288400.0,3.0,2.25,1870,3230,2.0,0,0,3,17,0,0.0,0,,none_recorded,Renton,98056
1084,2014-05-21,ADDR_ab6458a270a16f92,691000.0,4.0,2.75,2550,8632,1.0,0,0,3,42,1,0.3333333333333333,0,12.0,valid_year,Kirkland,98033
1048,2014-05-21,ADDR_2eca31cff5208513,535800.0,4.0,2.5,1900,5790,2.0,0,0,3,20,0,0.0,0,,none_recorded,Issaquah,98029
1118,2014-05-21,ADDR_78d78e109add791c,318989.0,4.0,2.25,2000,9000,1.0,0,0,4,36,0,0.0,0,14.0,valid_year,Federal Way,98023
1117,2014-05-21,ADDR_02d75f04ffada595,700000.0,4.0,2.5,3010,46173,2.0,0,0,3,18,0,0.0,0,,none_recorded,Redmond,98053
1078,2014-05-21,ADDR_c7bf3065b88a33c0,1580000.0,3.0,3.25,3690,7200,2.0,0,0,3,7,0,0.0,0,,none_recorded,Kirkland,98033
1107,2014-05-21,ADDR_abb7126b6d1c2591,525000.0,3.0,1.0,1450,4000,1.0,0,1,4,66,1,0.3448275862068966,0,,none_recorded,Seattle,98118
1125,2014-05-21,ADDR_867ea9c1c9ee9761,700000.0,4.0,3.25,2780,7875,2.0,0,0,3,8,0,0.0,0,,none_recorded,Seattle,98133
1071,2014-05-21,ADDR_b3e08bcc1ec55485,895000.0,5.0,3.0,2876,13927,1.0,0,2,4,41,1,0.3150208623087622,0,,none_recorded,Mercer Island,98040
